,公司名,城市,公司人数,公司领域,职位,发布时间,工资,工作年限,学历,岗位职责,岗位要求
10,武汉斗鱼网络科技有限公司,上海,2000人以上,文娱丨内容,电商直播运营（商家/专区方向）,2020-06-06 09:35:46,10k-20k,1-3年,本科,"1. 负责电商直播业务前，中，后各环节运营，能够根据部门业务目标，规划制定部门电商直播方向和方案；
   2.各项电商直播活动组织和发起，拟写可执行方案和跟进执行落地；
   3.指导商家，主播进行电商直播，落实各项直播间运作和玩法，提升其直播内容能力和电商卖货能力；
   4. 对直播商业化转化数据和直播流量粘性数据及相关用户指标负责，并定期制定实施增强运营效果的计划。
   ","1. 本科以上学历，电商直播行业两年以上工作经验；
   2. 沟通能力强，自驱能力强、执行能力强，擅长跨部门沟通及资源整合；
   3. 对数据敏感，善于数据分析和总结方法论，能够独立高效完成项目规划、执行、复盘；
   4.广泛关注各类相关领域动态，对直播，视频类产品、运营、玩法创新能够提供建设性想法。"
11,武汉斗鱼网络科技有限公司,上海,2000人以上,文娱丨内容,电商直播运营（主播/机构方向）,2020-06-06 09:35:46,15k-30k,3-5年,本科,"1、负责平台电商主播的引入、培训、日常业务运营，对主播提供数量和服务质量负责；
   2、深入了解公会和主播的变现需求，优化主播供给能力，提升业务供给效率；
   3、与商业化团队、机构及直播运营团队紧密配合，形成良性的供给合作联动。
   
","1、3年以上主播运营经验，了解直播内容广告行业，熟悉主播的变现形式和偏好；
   2、具备独立思考能力、较好的逻辑能力，执行能力以及资源调配推动能力；
   3、优秀的沟通能力和较强的责任心，能高效协助各方共同完成目标。"
12,上海吉地网络科技有限公司,上海,15-50人,"电商,教育",电商视觉设计师,2020-06-06 09:34:28,8k-15k,1-3年,不限,"有知名品牌旗舰店实操经验者优先 
1、负责电商平台（天猫、京东等）的整体视觉把控；  
2、负责电商平台的店铺装修及活动专题页面设计；  
3、参与主力款卖点挖掘讨论，负责商品详情页排版设计，包括产品描述、页面设计，视频编辑等；  
4、负责站内直通车、钻展图的卖点创意策划和制作。   

","1、大专及以上学历，二年以上电商平台网页设计及平面设计工作综合经验；, 具有优秀的审美能力、扎实的美术功底、良好的创意思维和理解能力，能及时把握客户需求；  
2、对网页布局有较强的设计规划能力熟悉天猫、京东等平台，能独立完成视觉效果展示； 
3、精通Dreamweaver、Photoshop、Illustrator软件。"
13,扬尊（上海）进出口有限公司,上海,50-150人,电商,电商美工设计,2020-06-06 07:48:19,6k-8k,1-3年,大专,1、负责店铺整体页面的设计和优化、包括首页图片制作、排版、编辑、修图和详情页制作；2、优化店内宝贝描述，美化产品图片；3、根据促销计划，配合店铺销售活动，定期制作各种活动主图和专题页面；4、产品listing的上架，优化调整等其他日常工作（可培养往运营方向发展）5、配合运营安排产品拍照角度，相关文案准6、负责产品卖点撰写，卖点优化，卖点页面展示出来，，适合电商平台使用,1、大专以上学历，有一定的英语读写能力，CET-4优先；2. 熟练掌握Photoshop等基本图形软件；3. 三年以上网店美工工作经验，良好的网页及平面设计能力；4. 对电商设计有较高的设计认知 ，对图片或拍摄、设计有自己独到见解；5. 具有良好的创意设计、绘画功底及文案编写，较好的色彩搭配能力和审美观；
14,黑龙江大庄园肉业有限公司上海分公司,上海,2000人以上,其他,数据分析师（电商部）,2020-06-06 10:05:16,7k-11k,3-5年,大专,协助区域完成业务月度目标设置及考核；有效快速传达总部决策；2、,与CCD、Finance部门协作，完成季度年度预算预提和预算管理；3、日常报表维护
15,上海洋码头网络技术有限公司,上海,150-500人,"移动互联网,电商",奢侈品电商运营（手表首饰类目）,2020-06-05 21:55:00,10k-15k,3-5年,本科,"（主要是珠宝首饰 钟表类目）
1、负责洋码头平台类目的商家运营工作，完成公司下达的业绩KPI
2、根据平台发展对类目进行产品优化及品牌完善与升级工作，如品牌商家入驻谈判和重点商户及新商户的拓展等
3、根据商品相关数据，结合时下流行趋势、行业及平台现状、供需关系，制定年度商品运营策略、搭建可复用的商品运营体系
4、理解行业新品、主推款、尾货结构，通过日常类目手段优化购物路径、保障平台各类商品在日销中有良性运营体系


","1、至少3年以上相关工作经验，对相关类目线的发展方向有深入洞察，有一定的供应商资源plus
2、有强烈的责任心，具备良好的沟通技巧、适应能力和凝聚力
3、有电商平台运营经验优先"
16,上海洋码头网络技术有限公司,上海,150-500人,"移动互联网,电商",电商运营（直播类目运营/商品运营）,2020-06-05 21:55:00,10k-18k,3-5年,本科,"1. 负责平台买手商家的直播项目的推进；
2. 对行业直播GMV，直播店铺数负责；
3. 推进各行业与机构的合作；
4. 提升各行业直播质量。

任职要求
1. 3年以上电商运营或直播运营经验；平台类目运营经验也可以考虑；
2. 有平台经验的优先。具备选品能力，对直播卖货感兴趣优先；
3. 执行力强，落地性高，喜",
17,厦门美图之家科技有限公司,上海,2000人以上,硬件,用户运营经理（内容电商属性）,2020-06-05 19:03:19,15k-25k,3-5年,本科,,
18,北京字节跳动科技有限公司,上海,2000人以上,文娱丨内容,前端开发负责人 - 抖音电商,2020-06-05 19:31:35,40k-70k,不限,本科,"1、负责公司商业变现业务的设计和开发，完成项目的前端架构设计，并带领团队完成具体业务落地；
2、持续改进公司前端工程化体系，推动前端的自动化、工具化；
3、为团队建立明确的技术发展路线，构建统一的企业级前端运行态框架和组件库；
4、优秀的技术敏锐性，紧跟技术发展，并将成果应用于组织；
5、营造良好的前端技术氛围，领导并促进团队成长；
6、负责解决前端开发流程中的各种痛点，带领技术攻关。
","1、本科及以上学历，五年以上前端研发经验，有团队管理经验；
2、精通各种Web前端技术，熟悉面向对象，函数式编程等常见技术开发模式；
3、理解最新Web标准和转换策略，对ES6的可用性相关知识有实际的了解和实践经验；
4、对前端MV*框架有深刻理解，至少有一个现代库或框架的大型项目经验（如"
19,北京字节跳动科技有限公司,上海,2000人以上,文娱丨内容,前端开发工程师 - 抖音电商,2020-06-05 19:31:34,25k-50k,3-5年,本科,"1、负责字节跳动核心级商业产品的前端研发工作，包括抖音电商相关的C端产品以及B端中后台系统的前端架构设计、开发与优化，覆盖Web应用、多端组件库、数据可视化等多个方向； 
2、参与团队前端工程化体系建设，逐步提升研发效率、研发质量，通过前端技术的不断产出驱动业务的发展；
3、与产品经理、设计师、后端工程师一起，提升产品的用户体验，打造卓越的互联网产品；
4、关注前端前沿技术发展，能够将新知识传递给团队，并且转化到潜在项目中。
","1、扎实的计算机基础知识，熟悉常用的数据结构、算法和设计模式，并能在日常研发中灵活使用；
2、深入理解Web前端开发技术，包括HTML/CSS/JavaScript等；
3、掌握至少一种主流前端框架（React Vue Angular等），有实际项目研发经验；
4、熟悉网站性能优化，了解浏览器实现原理；
5、熟悉交互设计理论，能够将优秀的交互设计落地到产品中；
6、能够独立完成一个复杂模块或项目的研发工作；
7、具备较强的责任感、团队合作精神、逻辑思维能力和表达能力。

如果您具备以下资格，我们会优先考虑"
20,上海一条网络科技有限公司,上海,150-500人,电商,社群运营专员（电商）,2020-06-05 16:41:59,6k-8k,1-3年,本科,"1.落地执行制定的社群运营体系；
2.优化裂变玩法，对社群产出负责；
3.执行社群活动及内容，提升社群活跃度及口碑，提升社群粘性；
4.分析用户数据，细化用户画像、收集用户反馈，优化提升运营效率。
","1.逻辑清晰，良好的沟通表达和理解能力，有团队精神；
2.做事耐心细致，学习能力强，执行力高，有一定抗压能力；
3.有渠道、社群经验的优先
4.熟悉Office、Photoshop等软件，有一定数据处理能力，有一定文案功底。"
21,北京源石云科技有限公司上海分公司,上海,500-2000人,"移动互联网,电商",java开发工程师（电商方向）,2020-06-05 16:39:26,20k-35k,5-10年,大专,"1、负责公司后端业务系统开发维护及设计文档编写； 
2、根据产品及运营需求进行系统设计和开发；
3、参与平台架构优化及性能优化。 
","1、计算机相关专业毕业，5年以上实际开发经验； 
2、有扎实的java基础，熟悉多线程等； 
3、精通主流开发框架，如spring，spring mvc，mybatis、springboot、dubbo等； 
4、熟悉mysql、redis、消息中间件、jenkins等；
5、熟练使用Linux, tomcat，nginx等；
6、责任心强，有良好的的编码习惯。"
22,北京源石云科技有限公司上海分公司,上海,500-2000人,"移动互联网,电商",移动端电商产品经理（TO C）,2020-06-05 16:39:26,12k-20k,1-3年,本科,"1. 负责移动端产品的规划设计，测试验收，版本迭代，项目全流程跟进管理
     2. 进行产品的交互设计及高保真原型绘制，撰写需求文档
     3.  结合产品运营数据及需求规划，不断迭代优化产品
     4.  项目能够不断协调研发，测试，UI等各部门保证项目的顺利推进
     5.  能将一个较为模糊的需求具体落地成一个可执行方案
 ","1. 有较为成熟的移动端产品相关迭代经验
      2. 熟悉产品的前后端技术层面交互的一些基本逻辑
      3. 有出色的沟通和应变能力以及基本的权衡决策能力
      4. 较好的交互设计基础，对用户体验较为执着
      5. 有电商相关从事经验或互联网金融相关经验优先"
23,上海尚乎数码科技有限公司,上海,15-50人,"移动互联网,电商",电商美工,2020-06-05 16:14:31,6k-10k,1-3年,大专,"1.负责小程序、淘宝店铺、网站的美工设计，图片处理；
2.负责店铺装修、主图、详情页图片的制作；
3.负责海报和广告图的设计；
4.完成上级领导交办的其他事项。
","1.美术、设计相关专业毕业；
2.2年以上主流电商平台（天猫/京东/拼多多等）美工经验，有较强的网页设计和平面设计能力，有相关设计作品；
3.熟练运用设计软件，有扎实的美术功底和设计理念，良好创意思维和理解能力；
4.良好的团队合作精神和工作态度，服从管理；
5.应聘者需提供相关设计作品"
24,联咖信息（上海）有限公司,上海,50-150人,"电商,软件开发",电商运营,2020-06-05 18:21:30,8k-13k,1-3年,大专,1、 负责电商商品的上架与下架；2、 对商品进行库存和价格管理；3、包括店铺整体策划、店铺各级页面布局、营销活动策划、产品推广等系统经营性工作；对商品进行活动策划与营销；4、负责店铺的产品分析(商品定价、确定主推商品、分析销售情况)、产品销售( 商品上架、商品销售、配合推广促销)、产品促销( 策划活动方案、执行促销活动、协助促销宣传)、产品编辑、 产品汇总建档。5、定期针对推广效果进行跟踪、评估，并提交推广效果的统计分析报表，及时提出运营改进措施，并给出切实可行的改进方案。,1、一年以上天猫、京东等B2C网站运营相关工作经验。了解天猫、京东等电商平台的规则，熟练应用各种平台内推广工具和活动；2、熟悉产品发布、购买、销售、物流配送、客服、售后等业务流程；3、大专以上学历，专业不限，熟悉基本办公软件，Excel、PPT、Word等；4、有团队协作精神，勇于面对挑战，有很强的执行力，完成工作的开展和执行；5、良好的人际沟通能力，有强烈的责任心和事业心；有良好的服务意识，具备以客户为导向的工作理念。
25,晋松（上海）网络信息技术有限公司,上海,150-500人,"移动互联网,金融",电商客服主管,2020-06-05 18:05:13,8k-10k,3-5年,大专,"1、现场运营管理，保障日常运营正常开展及KPI达成；
2、KPI达成，指标达成情况分析，可提出有效策略进行改善；
3、升级、异常客户问题处理、跟进、后续跟踪以及改进措施；
4、客服日常管理，客服专员的日常工作监督及业务培训提升；
5、协助部门对部门的日常工作进行管理（月计划及统计、周例会、考勤、值班等）；
6、上级安排的其他临时性工作。 

","1、全日制大专及以上学历，3-8年以上客服中心工作经验，其中1年以上客服管理经验，有电子商务相关工作经验优先；
2、具备良好的协调和沟通能力，具备业务敏感度，较强发现问题，推动问题解决能力；
3、具有较好的服务意识和处理客户投诉意见的能力；做事有计划，能独立处理紧急事件；
4、具有较强的责任心和执行力，富有工作热情和团队意识、正能量。"
26,上海到摄商贸有限公司,上海,15-50人,"消费生活,人工智能",大疆无人机电商商务助理,2020-06-05 15:29:44,5k-7k,不限,不限,1.声音甜美动听，善于沟通交流，有良好的服务意识，工作耐心细致；2.富有强烈的责任心，服务意识强；3.熟悉淘宝规则；4.能熟练操作计算机，打字速度快，可同时与多人以上进行网上交流；5.有淘宝或天猫客服工作经验者优先。,1.通过淘宝旺旺等聊天工具接待客户，解答疑问，促成交易，获取订单；2.工作时间内保持在线，积极回复顾客的问题；3.熟悉淘宝各种操作规则，处理客户要求，修改价格，管理店铺等；4.及时处理日常运作中的异常情况；职位优势
27,上海到摄商贸有限公司,上海,15-50人,"消费生活,人工智能",大疆无人机-电商运营负责人,2020-06-05 15:29:42,8k-12k,3-5年,大专,,
28,深圳市小象互娱文化娱乐有限公司,上海,150-500人,"文娱丨内容,移动互联网",电商服务商管理,2020-06-05 18:00:06,10k-15k,3-5年,大专,,
29,奥解思信息科技（上海）有限公司,上海,500-2000人,金融,java开发工程师-电子商务平台,2020-06-05 17:49:34,15k-30k,3-5年,本科,,
30,斐珞尔（上海）贸易有限公司,上海,150-500人,"电商,消费生活",电商市场副经理,2020-06-05 17:12:42,20k-30k,5-10年,本科,1、清楚品牌的年度策略并以此发展出 EC 上的市场推广策略和节奏2、通过日常沟通，将 EC TEAM 和平台方的需求融合到品牌推广项目中，保持一致性3、合理分配预算、降低费用比、提高有效性4、勇于尝试 EC 平台上的新趋势，并和其他部门合作达成，创造新的价值5、Lead 策划品牌在 EC 平台（目前包括天猫和其他平台）上的推广项目6、确保 EC 平台上的推广和品牌 Campaign 的一致性7、策划和调整包括品牌号、付费流量、内容植入等日常支持。,1、本科或以上学历，英语六级并可作为工作语言2、具有高端化妆品行业3~5 年以上相关经验，直接对接过天猫3、沟通协调能力佳
31,云运智能科技（上海）有限公司,上海,少于15人,"物流丨运输,人工智能",电商物流,2020-06-05 17:49:37,4k-7k,1-3年,大专,"1. 大专以上学历，英语四级，责任心强；
2. 有2年国际物流工作经验，有跨境电商物流企业工作经验优先；
3. 能独立熟练操作海运、空运、铁路等全套流程，了解货代操作流程中所需要的相关单证、运输、仓储报关及一定进出口贸易知识；
4. 善于规范表述，文案工作效率高，能熟练使用office等办公软件系统；
5. 工作积极主动，有团队合作精神；
条理清晰，处事高效严谨有原则，良好的沟通技巧和职业素养，优秀的理解领悟能力

","1．为员工每月均提供良好系统的培训机会（培训师均为统考硕士及以上学历），关注每个成员能力的提升；
2．和老外实习生交流并大幅提高自己的英文能力；
3．为员工提供五险一金， 双休，及根据国家规定的法定节假日安排假期；
4．我们将提供专业系统的培训。"
